City,Colors Reported,Shape Reported,State,Time,hour
Stafford,,OTHER,TX,5/3/1997 21:03,00:00
Freeport,,TRIANGLE,IL,5/3/1997 23:30,00:00
Newport Beach,,TRIANGLE,CA,5/4/1997 22:20,00:00
Norton,,TRIANGLE,KS,5/5/1997 1:00,00:00
West Chester,,EGG,PA,5/5/1997 12:15,00:00
Austin,,LIGHT,TX,5/5/1997 19:00,00:00
Bee Caves,RED BLUE,OTHER,TX,5/5/1997 19:00,00:00
Turlock,,LIGHT,CA,5/5/1997 19:45,00:00
Round Rock,,RECTANGLE,TX,5/5/1997 20:30,00:00
Seattle,,DISK,WA,5/6/1997 17:25,00:00
Santa Monica,,DISK,CA,5/7/1997 1:00,00:00
Corapeake,,FLASH,NC,5/7/1997 20:00,00:00
Sylmar,,OTHER,CA,5/8/1997 1:30,00:00
Citrus Heights,,OTHER,CA,5/8/1997 5:15,00:00
Auburn,,TRIANGLE,WA,5/8/1997 22:00,00:00
Las Vegas,ORANGE,LIGHT,NV,5/9/1997 21:00,00:00
Phoenix,,LIGHT,AZ,5/9/1997 21:50,00:00
Austin,,FLASH,TX,5/10/1997 0:00,00:00
Provo,YELLOW,LIGHT,UT,5/10/1997 0:25,00:00
Neoga,RED,TRIANGLE,IL,5/10/1997 4:10,00:00
Lawton,,,MI,5/10/1997 5:30,00:00
Southside,,OTHER,AL,5/10/1997 21:00,00:00
Sedona,,LIGHT,AZ,5/10/1997 21:50,00:00
Los Padres National Forest,,OTHER,CA,5/10/1997 22:45,00:00
Azle,BLUE,CIRCLE,TX,5/10/1997 23:00,00:00
Winthrop,,OTHER,WA,5/10/1997 23:59,00:00
Porter,RED,OTHER,TX,5/11/1997 12:00,00:00
College,,CIGAR,UT,5/11/1997 13:56,00:00
Greenwich,,TRIANGLE,CT,5/11/1997 23:00,00:00
Wright City,,FIREBALL,MO,5/11/1997 23:43,00:00
Death Valley Gas Station,,OVAL,CA,5/12/1997 23:30,00:00
Edinboro,,OVAL,PA,5/13/1997 3:00,00:00
Valley Springs,,TEARDROP,CA,5/13/1997 19:30,00:00
Petaluma,,TRIANGLE,CA,5/13/1997 21:00,00:00
Cottonwood,,LIGHT,AZ,5/13/1997 22:30,00:00
San Jose,,CIRCLE,CA,5/14/1997 11:40,00:00
San Diego,,DISK,CA,5/15/1997 0:00,00:00
Londonderry,,LIGHT,NH,5/15/1997 2:00,00:00
Mesquite,,TEARDROP,TX,5/15/1997 8:30,00:00
College Station,,LIGHT,TX,5/15/1997 10:00,00:00
Mesquite,,CIRCLE,TX,5/15/1997 10:00,00:00
Palm Beach Gardens,,FORMATION,FL,5/15/1997 16:53,00:00
Sorrento,,CIGAR,FL,5/15/1997 18:30,00:00
Waco,,LIGHT,TX,5/15/1997 20:00,00:00
Asheville,,OTHER,NC,5/15/1997 21:00,00:00
Great River,,OVAL,NY,5/15/1997 21:00,00:00
South Bend,,TRIANGLE,IN,5/15/1997 22:30,00:00
Bouse,,TRIANGLE,AZ,5/15/1997 22:45,00:00
Oklahoma City,,TRIANGLE,OK,5/16/1997 23:00,00:00
Las Vegas,,TRIANGLE,NV,5/17/1997 3:30,00:00
Portland,,OVAL,OR,5/17/1997 14:00,00:00
Grantville,,TRIANGLE,PA,5/18/1997 19:00,00:00
Jackson,,LIGHT,MI,5/18/1997 21:00,00:00
Kalamazoo,,VARIOUS,MI,5/19/1997 0:20,00:00
Los Angeles,,OVAL,CA,5/20/1997 0:00,00:00
Louisville,,CIRCLE,KY,5/20/1997 1:00,00:00
Jupiter,,OTHER,FL,5/20/1997 4:01,00:00
North Pole,,,AK,5/20/1997 15:00,00:00
Caldwell,,OTHER,ID,5/20/1997 21:15,00:00
Wolf Point,,FIREBALL,MT,5/21/1997 4:00,00:00
Phoenix,,OTHER,AZ,5/21/1997 6:00,00:00
Simi Valley,,FORMATION,CA,5/22/1997 21:25,00:00
Chatham,,DISK,NJ,5/22/1997 22:21,00:00
Arcadia,,LIGHT,FL,5/23/1997 4:00,00:00
Lake Tahoe,,FORMATION,CA,5/24/1997 20:00,00:00
North Tonawanda,YELLOW,TRIANGLE,NY,5/24/1997 22:15,00:00
Skies over Sierra Nevada,GREEN,LIGHT,CA,5/25/1997 1:10,00:00
Austin,,DISK,TX,5/25/1997 19:30,00:00
Saxton,,FORMATION,PA,5/25/1997 22:00,00:00
Syracuse,,TRIANGLE,NY,5/25/1997 22:00,00:00
Pompton Lakes,,DISK,NJ,5/26/1997 16:50,00:00
Winnsboro,,OTHER,LA,5/27/1997 0:00,00:00
Laguna Park,,CIGAR,TX,5/27/1997 0:35,00:00
Arlington,,DISK,VA,5/27/1997 15:30,00:00
Huntington,,LIGHT,UT,5/27/1997 23:00,00:00
Wichita,,LIGHT,KS,5/27/1997 23:30,00:00
Central New York,,LIGHT,NY,5/28/1997 22:00,00:00
Canastota,,LIGHT,NY,5/28/1997 23:12,00:00
Aston,,OVAL,PA,5/29/1997 11:59,00:00
Hinckley,,LIGHT,NY,5/29/1997 19:00,00:00
Manchester,,,NH,5/30/1997 2:00,00:00
Dallas,,SPHERE,GA,5/30/1997 11:45,00:00
Pooler,GREEN,FIREBALL,GA,5/30/1997 20:00,00:00
Glendale,,,AZ,5/31/1997 11:28,00:00
Austin,,RECTANGLE,TX,6/1/1997 0:00,00:00
Baltimore,,CHEVRON,MD,6/1/1997 0:00,00:00
Elma,,DISK,WA,6/1/1997 0:00,00:00
Houston,,CHEVRON,TX,6/1/1997 0:00,00:00
Phoenix,,,AZ,6/1/1997 0:00,00:00
Egg Harbor Township,,EGG,NJ,6/1/1997 0:01,00:00
North Bergen,,LIGHT,NJ,6/1/1997 1:00,00:00
Phoenix,RED,,AZ,6/1/1997 1:00,00:00
Rushcreek,,OTHER,IN,6/1/1997 2:00,00:00
Eden Praire,,TRIANGLE,MN,6/1/1997 3:00,00:00
New Mexico,,DISK,NM,6/1/1997 3:30,00:00
South Charleston,,,WV,6/1/1997 5:30,00:00
Crestwood,GREEN,CIRCLE,KY,6/1/1997 6:35,00:00
Hamilton,,CIRCLE,OH,6/1/1997 7:00,00:00
Mt. Vernon,,LIGHT,NY,6/1/1997 8:00,00:00
Garden Grove,,OTHER,CA,6/1/1997 9:00,00:00
American Canyon,,TRIANGLE,CA,6/1/1997 10:00,00:00
Waimanalo,,OVAL,HI,6/1/1997 10:00,00:00
Lashmeet,BLUE,TRIANGLE,WV,6/1/1997 12:00,00:00
Glen Wilton,,,VA,6/1/1997 13:00,00:00
Fresno,,OVAL,CA,6/1/1997 14:00,00:00
Greenfield,RED,,WI,6/1/1997 14:00,00:00
Montebello,,CIRCLE,CA,6/1/1997 18:00,00:00
El Centro,,CHEVRON,CA,6/1/1997 19:00,00:00
Houston,,OTHER,TX,6/1/1997 19:45,00:00
Meriden,,SPHERE,CT,6/1/1997 20:00,00:00
Pelzer,,TRIANGLE,SC,6/1/1997 20:00,00:00
Albany,,OTHER,NY,6/1/1997 21:00,00:00
McComb,,TRIANGLE,OH,6/1/1997 21:00,00:00
Merritt Island,YELLOW,LIGHT,FL,6/1/1997 21:00,00:00
Southern California Operations Area,,TRIANGLE,CA,6/1/1997 21:00,00:00
Springfield,,CHEVRON,MA,6/1/1997 21:00,00:00
El Paso,,OTHER,TX,6/1/1997 21:30,00:00
Park City,,CIRCLE,UT,6/1/1997 22:00,00:00
Richmond,,OTHER,CA,6/1/1997 22:00,00:00
Smithsburg,,OTHER,MD,6/1/1997 22:00,00:00
San Fransisco,,FORMATION,CA,6/1/1997 22:30,00:00
Raton,,,NM,6/1/1997 23:00,00:00
Shoreline,,TRIANGLE,WA,6/1/1997 23:00,00:00
Exeter,,DISK,NH,6/2/1997 1:30,00:00
Spanaway,,DISK,WA,6/3/1997 22:30,00:00
Coushatta,ORANGE,LIGHT,LA,6/3/1997 23:00,00:00
Havelock,,OTHER,NC,6/4/1997 20:30,00:00
White Plains,,OTHER,NY,6/4/1997 21:20,00:00
New York City,,DISK,NY,6/5/1997 16:00,00:00
Hayward,,OTHER,CA,6/5/1997 21:30,00:00
Colorado,,DISK,CO,6/6/1997 18:00,00:00
Bothell,ORANGE,LIGHT,WA,6/6/1997 21:45,00:00
Jeffersonville,RED,LIGHT,IN,6/7/1997 3:00,00:00
Weatherford,,FIREBALL,OK,6/7/1997 19:30,00:00
Quincy,,CYLINDER,MA,6/7/1997 22:00,00:00
St. Louis,,CYLINDER,MO,6/7/1997 22:30,00:00
Santa Clara,,VARIOUS,CA,6/8/1997 15:00,00:00
Renton,,DISK,WA,6/8/1997 19:16,00:00
Monterey,GREEN BLUE,OTHER,CA,6/9/1997 1:15,00:00
Doylestown,,TRIANGLE,PA,6/9/1997 1:30,00:00
Kalamazoo,,FORMATION,MI,6/9/1997 12:00,00:00
Holly,,TRIANGLE,MI,6/9/1997 22:30,00:00
New York,,OTHER,NY,6/10/1997 12:00,00:00
Newport,,DISK,ME,6/10/1997 12:00,00:00
Knoxville,,TRIANGLE,TN,6/10/1997 16:00,00:00
Rochester,GREEN,TRIANGLE,NY,6/10/1997 21:00,00:00
Hart Mountain Elk Preserve,YELLOW,LIGHT,OR,6/10/1997 21:30,00:00
Louisville,,OTHER,KY,6/10/1997 22:00,00:00
Golden,,LIGHT,CO,6/10/1997 22:30,00:00
Zion Grove,,LIGHT,PA,6/10/1997 23:00,00:00
Reno,,CYLINDER,NV,6/11/1997 11:00,00:00
San Angelo,,OTHER,TX,6/11/1997 21:20,00:00
Hieleah,,DISK,FL,6/12/1997 13:00,00:00
Newark,,LIGHT,NJ,6/12/1997 21:45,00:00
Beverly Hills,,TRIANGLE,CA,6/13/1997 16:00,00:00
no data,,OVAL,TX,6/13/1997 21:00,00:00
Franconia,,FIREBALL,PA,6/13/1997 22:20,00:00
Orlando,ORANGE,CIRCLE,FL,6/13/1997 23:00,00:00
Meridian,,TRIANGLE,ID,6/14/1997 0:00,00:00
Vancouver,,LIGHT,WA,6/14/1997 2:45,00:00
Newberg,,OTHER,OR,6/14/1997 3:30,00:00
Ludlow,RED,,CA,6/14/1997 20:00,00:00
Austin,,TRIANGLE,TX,6/14/1997 23:20,00:00
Altamonte Springs,,LIGHT,FL,6/15/1997 0:00,00:00
Grove City,,TRIANGLE,PA,6/15/1997 0:00,00:00
Lawton,,FIREBALL,MI,6/15/1997 0:30,00:00
Orlando,,DISK,FL,6/15/1997 1:00,00:00
Peoria,,DISK,IL,6/15/1997 1:00,00:00
Middletown,,,NY,6/15/1997 2:30,00:00
Las Cruces,RED,FIREBALL,NM,6/15/1997 3:00,00:00
"Oak Brook Terrace, Dorathy Drennon Park in",,DISK,IL,6/15/1997 9:00,00:00
Colorado Springs,,DISK,CA,6/15/1997 13:00,00:00
Gaffney,,CYLINDER,SC,6/15/1997 13:30,00:00
Edmond,,DISK,OK,6/15/1997 14:00,00:00
Jackson,,SPHERE,MI,6/15/1997 15:00,00:00
Ripley,,,TN,6/15/1997 15:00,00:00
Wapakoneta,,EGG,OH,6/15/1997 15:00,00:00
Eden Prairie,,CIRCLE,MN,6/15/1997 16:00,00:00
McGregor,,SPHERE,TX,6/15/1997 16:00,00:00
Marlboro,,CIRCLE,MD,6/15/1997 16:40,00:00
Salt Lake City,,OTHER,UT,6/15/1997 17:30,00:00
Akron,,DISK,OH,6/15/1997 18:00,00:00
Columbus,,TRIANGLE,OH,6/15/1997 18:00,00:00
Swanville,,LIGHT,ME,6/15/1997 20:27,00:00
Blaine,,,MN,6/15/1997 21:00,00:00
Medford,,SPHERE,NY,6/15/1997 21:00,00:00
Seattle,,TRIANGLE,WA,6/15/1997 21:00,00:00
Westport,GREEN,OTHER,CT,6/15/1997 21:30,00:00
Eagle Butte,,LIGHT,SD,6/15/1997 22:00,00:00
Fort Myers,,SPHERE,FL,6/15/1997 22:00,00:00
Lawton,,SPHERE,MI,6/15/1997 22:00,00:00
Olive Hill,,LIGHT,KY,6/15/1997 22:00,00:00
Ponte Vedra,YELLOW,FIREBALL,FL,6/15/1997 22:00,00:00
Irvine,,VARIOUS,CA,6/15/1997 22:15,00:00
,,TRIANGLE,IL,6/15/1997 23:00,00:00
Mena,,OTHER,AR,6/15/1997 23:00,00:00
Silver City,,,NM,6/15/1997 23:00,00:00
Sun City,,FIREBALL,CA,6/15/1997 23:00,00:00
Virginia,,DISK,VA,6/15/1997 23:50,00:00
Murphy,,OTHER,OR,6/16/1997 22:46,00:00
Petaluma,,LIGHT,CA,6/17/1997 1:30,00:00
Roswell,,CIRCLE,NM,6/17/1997 4:55,00:00
Beaumont,,LIGHT,MO,6/17/1997 10:30,00:00
Pico Rivera,,CHEVRON,CA,6/17/1997 12:00,00:00
Prescott,GREEN,FIREBALL,AZ,6/17/1997 21:30,00:00
Portland,RED,LIGHT,OR,6/17/1997 23:15,00:00
Carsonville,,DISK,MI,6/18/1997 20:00,00:00
New Albany,,CIGAR,IN,6/18/1997 22:00,00:00
Gladewater,,OTHER,TX,6/19/1997 2:00,00:00
Englewood Cliffs,YELLOW,LIGHT,NJ,6/19/1997 20:15,00:00
Cottonwood,,DISK,AZ,6/19/1997 20:30,00:00
Sunnyside,RED,LIGHT,WA,6/20/1997 0:35,00:00
Ocala,ORANGE,LIGHT,FL,6/20/1997 1:00,00:00
Black Horse pike,,DISK,NJ,6/20/1997 1:45,00:00
Seattle,,OTHER,WA,6/20/1997 4:30,00:00
Carefree,YELLOW GREEN,CIRCLE,AZ,6/20/1997 20:34,00:00
Holland Patent,BLUE,CIRCLE,NY,6/20/1997 21:00,00:00
Little Marsh,,TRIANGLE,PA,6/20/1997 21:00,00:00
Alamosa,RED,LIGHT,CO,6/20/1997 21:45,00:00
Collierville,,OVAL,TN,6/20/1997 23:00,00:00
Libertyville,,DISK,IL,6/21/1997 0:00,00:00
Phoenix,,CYLINDER,AZ,6/21/1997 9:45,00:00
Ticonderoga,BLUE,TRIANGLE,NY,6/21/1997 11:28,00:00
Edgemere,,OTHER,MI,6/21/1997 17:00,00:00
Fort Collins,,DISK,CO,6/21/1997 23:30,00:00
Orlando,YELLOW,,FL,6/22/1997 1:00,00:00
Greensboro,,LIGHT,NC,6/22/1997 6:00,00:00
Huffman,,OTHER,TX,6/22/1997 6:30,00:00
Willow Creek Campground,,OTHER,CA,6/23/1997 1:00,00:00
Howell,,SPHERE,NJ,6/23/1997 2:00,00:00
Eunice,,LIGHT,LA,6/23/1997 9:30,00:00
Cuba,,LIGHT,MO,6/23/1997 21:00,00:00
San Francisco,GREEN,OVAL,CA,6/24/1997 1:57,00:00
Fresno,,LIGHT,CA,6/24/1997 21:00,00:00
Phoenix,,CHEVRON,AZ,6/25/1997 9:11,00:00
Wendover,,DISK,UT,6/26/1997 23:05,00:00
Helena,,,MT,6/27/1997 0:00,00:00
Gresham,,TRIANGLE,OR,6/27/1997 0:50,00:00
Lansing,,LIGHT,MI,6/27/1997 2:40,00:00
North Babylon,,TRIANGLE,NY,6/27/1997 20:00,00:00
Fountain Hills,,OTHER,AZ,6/27/1997 20:30,00:00
Harvey's Lake,,OTHER,PA,6/28/1997 8:00,00:00
Wilcox,,CYLINDER,AZ,6/28/1997 12:00,00:00
Springfield,,DISK,OH,6/28/1997 18:00,00:00
Cave Creek,RED YELLOW,TRIANGLE,AZ,6/29/1997 22:09,00:00
Farmington,,,NM,6/29/1997 23:45,00:00
Bigfork,,TRIANGLE,MT,6/30/1997 1:00,00:00
Venice,,CIGAR,FL,6/30/1997 5:45,00:00
Camarillo,,CIRCLE,CA,6/30/1997 6:00,00:00
Anchorage,,CYLINDER,AK,6/30/1997 12:00,00:00
Salisbury,,LIGHT,NC,6/30/1997 12:00,00:00
Casa Grande,,TRIANGLE,AZ,6/30/1997 21:00,00:00
Fort Smith,,LIGHT,AR,6/30/1997 21:00,00:00
Tijeras,,CIGAR,NM,6/30/1997 23:00,00:00
Freehold,ORANGE,LIGHT,NJ,7/1/1997 0:00,00:00
Fort Benning,,,GA,7/1/1997 0:01,00:00
Kilgore,,CIRCLE,TX,7/1/1997 1:30,00:00
Kilgore,,CIRCLE,TX,7/1/1997 1:30,00:00
Albion,,CIGAR,PA,7/1/1997 13:00,00:00
Omaha,,DISK,NE,7/1/1997 15:20,00:00
Hamilton,,OTHER,NJ,7/1/1997 18:00,00:00
New York City,,SPHERE,NY,7/1/1997 18:00,00:00
Kingston,,DISK,NY,7/1/1997 21:00,00:00
Willow Creek,,SPHERE,CA,7/1/1997 23:00,00:00
Davenport,,CIRCLE,CA,7/2/1997 21:00,00:00
Petaluma,,VARIOUS,CA,7/2/1997 21:00,00:00
Rachel,,SPHERE,NV,7/2/1997 21:15,00:00
Calistoga,YELLOW,TRIANGLE,CA,7/2/1997 21:30,00:00
South Hadley,RED,SPHERE,MA,7/2/1997 23:00,00:00
Boonville,,LIGHT,MO,7/2/1997 23:30,00:00
Pullman,,RECTANGLE,WA,7/3/1997 0:00,00:00
Brentwood,,CYLINDER,TN,7/3/1997 3:00,00:00
Vanleer,ORANGE YELLOW,FORMATION,TN,7/3/1997 21:30,00:00
Fennville,,SPHERE,MI,7/3/1997 22:00,00:00
Lexington,,TRIANGLE,KY,7/3/1997 22:30,00:00
Harbor Springs,,OVAL,MI,7/3/1997 23:00,00:00
Lake Tawakine,,OTHER,TX,7/4/1997 3:30,00:00
Long Beach,,EGG,CA,7/4/1997 13:00,00:00
San Diego,,CIGAR,CA,7/4/1997 16:00,00:00
St. Paul,,SPHERE,MN,7/4/1997 16:00,00:00
Evansville,,CIRCLE,IL,7/4/1997 19:00,00:00
Earth City,,CIGAR,MO,7/4/1997 20:00,00:00
Knob Lick,BLUE,LIGHT,MO,7/4/1997 20:00,00:00
Troy,,CIRCLE,IL,7/4/1997 20:00,00:00
St. Charles,GREEN,LIGHT,MO,7/4/1997 20:30,00:00
Bellevelle area college,BLUE,LIGHT,IL,7/4/1997 21:00,00:00
Belleville,BLUE,LIGHT,IL,7/4/1997 21:00,00:00
Hazel Park,,DISK,MI,7/4/1997 21:00,00:00
Millstadt,BLUE,LIGHT,IL,7/4/1997 21:00,00:00
Phoenix,,CYLINDER,AZ,7/4/1997 21:00,00:00
Troy,BLUE,LIGHT,IL,7/4/1997 21:00,00:00
Lonedell,BLUE,DELTA,MO,7/4/1997 21:10,00:00
Coldwater,,LIGHT,MO,7/4/1997 21:15,00:00
Dadeville,,,MO,7/4/1997 21:15,00:00
Des Peres,BLUE,LIGHT,MO,7/4/1997 21:15,00:00
Elmwood,,LIGHT,IL,7/4/1997 21:15,00:00
Granite City,,LIGHT,IL,7/4/1997 21:15,00:00
"Mark Twain Lake, Monroe City",BLUE,LIGHT,MO,7/4/1997 21:15,00:00
Oakville,GREEN,LIGHT,MO,7/4/1997 21:15,00:00
Plymouth,,LIGHT,WI,7/4/1997 21:15,00:00
Scottsdale,RED,,AZ,7/4/1997 21:15,00:00
St. Charles,BLUE,LIGHT,MO,7/4/1997 21:15,00:00
St. Charles,BLUE,SPHERE,MO,7/4/1997 21:15,00:00
St. Louis,BLUE,LIGHT,MO,7/4/1997 21:15,00:00
Chesterfield,,LIGHT,MO,7/4/1997 21:18,00:00
Arnold,,LIGHT,MO,7/4/1997 21:20,00:00
Olney,BLUE,LIGHT,IL,7/4/1997 21:25,00:00
Auburn,,TRIANGLE,WA,7/4/1997 21:30,00:00
Belleville,BLUE,LIGHT,IL,7/4/1997 21:30,00:00
Crestwood,,LIGHT,MO,7/4/1997 21:30,00:00
Creve Coeur,BLUE,LIGHT,MO,7/4/1997 21:30,00:00
Florissant,,LIGHT,MO,7/4/1997 21:30,00:00
Florissant,BLUE,LIGHT,MO,7/4/1997 21:30,00:00
Gerald,BLUE,LIGHT,MO,7/4/1997 21:30,00:00
Hazel Park,,OVAL,MI,7/4/1997 21:30,00:00
Hazelwood,,OVAL,MO,7/4/1997 21:30,00:00
Historic St. Charles Riverfront,,OVAL,MO,7/4/1997 21:30,00:00
St. Charles,BLUE,LIGHT,MO,7/4/1997 21:30,00:00
St. Louis,,LIGHT,MO,7/4/1997 21:30,00:00
St. Louis,BLUE,LIGHT,MO,7/4/1997 21:30,00:00
Troy,,LIGHT,MO,7/4/1997 21:30,00:00
Fairview Heights,BLUE,LIGHT,IL,7/4/1997 21:35,00:00
Millstadt,RED,LIGHT,IL,7/4/1997 21:35,00:00
Collinsville,BLUE,LIGHT,IL,7/4/1997 21:40,00:00
St. Peters,BLUE,LIGHT,MO,7/4/1997 21:40,00:00
Belleville Community College,BLUE,LIGHT,IL,7/4/1997 21:45,00:00
Brighton,BLUE,LIGHT,IL,7/4/1997 21:45,00:00
Desoadoamd House Springs,GREEN BLUE,LIGHT,MO,7/4/1997 21:45,00:00
East Alton,BLUE,LIGHT,IL,7/4/1997 21:45,00:00
Lenzburg,,LIGHT,IL,7/4/1997 21:45,00:00
Millstadt,BLUE,LIGHT,IL,7/4/1997 21:45,00:00
Alton,,LIGHT,IL,7/4/1997 22:00,00:00
Dupo,BLUE,LIGHT,IL,7/4/1997 22:00,00:00
Granite City,BLUE,LIGHT,IL,7/4/1997 22:00,00:00
Old Valmeyer Bottoms-Valmeyer,,TEARDROP,IL,7/4/1997 22:00,00:00
Redding,RED,,CA,7/4/1997 22:00,00:00
Redding,RED,LIGHT,CA,7/4/1997 22:00,00:00
Rockport,,,IN,7/4/1997 22:00,00:00
St. Louis,,DISK,MO,7/4/1997 22:00,00:00
McMinnville,,DISK,OR,7/4/1997 22:14,00:00
Columbia,BLUE,LIGHT,IL,7/4/1997 22:30,00:00
Frontenac,GREEN,LIGHT,MO,7/4/1997 22:30,00:00
St. Louis,BLUE,LIGHT,MO,7/4/1997 22:30,00:00
Freeburg,,LIGHT,IL,7/4/1997 22:45,00:00
St. Louis,BLUE,LIGHT,MO,7/4/1997 23:00,00:00
Crete,,LIGHT,NE,7/5/1997 0:00,00:00
Florence,,TRIANGLE,OR,7/5/1997 1:30,00:00
N. Waterboro,,SPHERE,ME,7/5/1997 19:30,00:00
Caseyville,,SPHERE,IL,7/5/1997 21:00,00:00
Phoenix,,LIGHT,AZ,7/6/1997 1:30,00:00
Arizona,,TRIANGLE,AZ,7/7/1997 0:00,00:00
Casey,,CIGAR,IL,7/7/1997 12:00,00:00
Stafford,,RECTANGLE,VA,7/7/1997 14:30,00:00
Surgoinsville,,,TN,7/7/1997 16:53,00:00
Las Cruces,,VARIOUS,NM,7/7/1997 20:45,00:00
White Sands Missile Range,,CIRCLE,NM,7/7/1997 20:45,00:00
Coopersville,,,MI,7/7/1997 23:00,00:00
Olathe,,LIGHT,KS,7/9/1997 0:05,00:00
Puyallup,GREEN,,WA,7/10/1997 1:30,00:00
Onalaska,,SPHERE,WI,7/10/1997 13:00,00:00
Onalaska,,SPHERE,WI,7/10/1997 13:00,00:00
Hayward,,DISK,WI,7/10/1997 15:45,00:00
Greenville,,OTHER,TX,7/10/1997 19:05,00:00
Lafayette,,FIREBALL,IN,7/10/1997 21:00,00:00
Allison Park,,CYLINDER,PA,7/11/1997 15:25,00:00
El Paso,,CIGAR,TX,7/11/1997 18:00,00:00
Gorham,,CIGAR,ME,7/11/1997 20:00,00:00
Phoenix,RED ORANGE,TRIANGLE,AZ,7/11/1997 23:45,00:00
Gaston,RED,LIGHT,SC,7/12/1997 1:30,00:00
Reno,,TRIANGLE,NV,7/12/1997 2:45,00:00
Trenton,,DISK,OH,7/12/1997 13:00,00:00
Hayward,,FIREBALL,CA,7/14/1997 0:00,00:00
Medford,,,OR,7/14/1997 0:00,00:00
Salem,,LIGHT,OR,7/14/1997 1:30,00:00
Philadelphia,,OVAL,PA,7/14/1997 5:20,00:00
Gulf Shores,,CIRCLE,AL,7/14/1997 14:30,00:00
Salt Lake City,,OTHER,UT,7/14/1997 15:00,00:00
Hazelwood,,SPHERE,MO,7/14/1997 16:00,00:00
Pascagula,,EGG,MS,7/14/1997 23:15,00:00
Golden,,OVAL,CO,7/15/1997 0:00,00:00
Six Flags,,DISK,NJ,7/15/1997 0:00,00:00
Hinckley,,SPHERE,MN,7/15/1997 1:00,00:00
Reedsville,,TRIANGLE,WV,7/15/1997 1:00,00:00
Winfield,,LIGHT,KS,7/15/1997 1:20,00:00
St. Cloud,ORANGE,SPHERE,MN,7/15/1997 3:00,00:00
Allegany,,SPHERE,NY,7/15/1997 11:00,00:00
Cottonwood,,DISK,AZ,7/15/1997 14:00,00:00
Fairfield,,SPHERE,IA,7/15/1997 17:00,00:00
Palatine,,OTHER,IL,7/15/1997 18:00,00:00
Bensrun,,LIGHT,WV,7/15/1997 19:00,00:00
Eden Prairie,,OTHER,MN,7/15/1997 19:00,00:00
Caballo,,TRIANGLE,NM,7/15/1997 20:30,00:00
Deer Field,RED,CIRCLE,NY,7/15/1997 21:00,00:00
Goldsboro,,SPHERE,NC,7/15/1997 21:00,00:00
New Jersey,,FIREBALL,NJ,7/15/1997 21:00,00:00
Tucson,,TRIANGLE,AZ,7/15/1997 21:00,00:00
Kernersville,,TRIANGLE,NC,7/15/1997 21:30,00:00
Fayetteville,,TRIANGLE,NC,7/15/1997 22:00,00:00
Kings Mtn.,,LIGHT,NC,7/15/1997 22:30,00:00
Las Cruces,,FIREBALL,NM,7/15/1997 22:30,00:00
Jefferson Estates,,LIGHT,PA,7/15/1997 22:45,00:00
Asheville,,SPHERE,NC,7/15/1997 23:00,00:00
Goldsboro,,FORMATION,NC,7/15/1997 23:00,00:00
Lake Fork,,LIGHT,TX,7/15/1997 23:00,00:00
Kokomo,,TRIANGLE,IN,7/15/1997 23:30,00:00
Flagstaff,,LIGHT,AZ,7/16/1997 0:00,00:00
Edmonds,,TRIANGLE,WA,7/16/1997 17:20,00:00
Mojave,,LIGHT,CA,7/16/1997 20:00,00:00
Parkland,,LIGHT,FL,7/16/1997 21:30,00:00
Belfield,,LIGHT,ND,7/17/1997 23:00,00:00
Hartford,RED,TRIANGLE,CT,7/17/1997 23:40,00:00
Salem,RED BLUE,,NH,7/18/1997 2:00,00:00
Shepherdstown,,LIGHT,WV,7/18/1997 23:00,00:00
Newark to San Leandro,,OTHER,CA,7/19/1997 17:30,00:00
Trout Lake,,,WA,7/19/1997 23:00,00:00
Russellville,,LIGHT,AR,7/20/1997 3:00,00:00
Hopewell,,DISK,VA,7/20/1997 4:00,00:00
Bridgehampton,,TRIANGLE,NY,7/20/1997 20:00,00:00
Buffalo,,VARIOUS,NY,7/20/1997 22:00,00:00
Conway,,DIAMOND,SC,7/20/1997 22:00,00:00
Beaver Island,,TRIANGLE,MI,7/20/1997 23:30,00:00
Tequesta,,FIREBALL,FL,7/22/1997 11:45,00:00
Desert,,,AR,7/22/1997 12:00,00:00
Arabela,,TRIANGLE,NM,7/22/1997 13:00,00:00
Port Orford,,CIGAR,OR,7/22/1997 14:00,00:00
Susquehanna,RED,CIRCLE,PA,7/22/1997 22:00,00:00
Hart Mountain,,TRIANGLE,OR,7/22/1997 22:15,00:00
Los Angeles,,OTHER,CA,7/23/1997 13:30,00:00
Warrenton,,TRIANGLE,VA,7/23/1997 20:00,00:00
Phoenix,,TRIANGLE,AZ,7/23/1997 20:25,00:00
Tooele,ORANGE,LIGHT,UT,7/23/1997 21:30,00:00
Miami,,FORMATION,FL,7/23/1997 23:00,00:00
Miami,,FORMATION,FL,7/23/1997 23:00,00:00
Murphysboro,,CYLINDER,IL,7/24/1997 21:45,00:00
Colfax,,FIREBALL,CA,7/25/1997 3:00,00:00
Phoenix,,,AZ,7/25/1997 17:00,00:00
Arlington,,VARIOUS,WA,7/26/1997 3:21,00:00
Warrensburg,,TRIANGLE,MO,7/26/1997 18:00,00:00
Chicago,,,IL,7/27/1997 0:00,00:00
Medford,,TRIANGLE,NJ,7/27/1997 2:00,00:00
Arlington,,LIGHT,WA,7/27/1997 2:53,00:00
Las Cruces,,LIGHT,NM,7/27/1997 21:30,00:00
